	date	movie_title	not_useful	score	text	title	useful
293	2019-03-18 01:53:00	Человек в футляре, человек в пальто и человек во фраке	0	4	Понял замысел авторов лишь когда они выбрались из путаницы желаний о собственных представлениях о действительности, творчестве и жизни. Да таким кружевом  макраме было отхендмейдено большая часть фильма, что ставило в тупик понимание и цельность картины. Были эпизоды, фразы, мимика, диалоги, реакции и другие «рюшечки» кино которые безусловно нравились, но связь между собой они имели слабую или таковую которая осталась только в представлении режиссёра-сценариста. Львиная доля именно актёрского изыска пришлась, к моему глубочайшему изумлению, на Гребенщикову.   Но возвращаясь к собственному пониманию: поняв замысел  ощутил не разработанность его и практическое запутывание, в ранее упомянутой паутине разнообразной «кино-бижутерии». Фактически сведение нескольких ниток из повествования в членораздельный эпизод, в финале, и дало пищу для понимания замысла рассказанной истории. Все остальные нити повествования пересеклись в бесконечности  удалились в небо, утрачивая смысл появления на целлулоиде. А хотелось бы не на словах, а на экране больше мечтательной-обманчивости Кульковой.   Вот посмотрим, по эпизодам: сцена на вокзале при приезде объясняет нам что-то  да, «экскурсия» по городу  шаг в сторону и в бесконечность смысловую  нет. Один из трёх педсоветов спокойно может идти под монтажные ножницы. Показная значимость Арбузова для семьи, может быть смело укорочена в три раза: до сцен подъёма и завтрака. И вот таких поясняющих отступлений в бок от сюжета, вероятно, в стиле Ильфа и Петрова, предостаточно и без них смело можно обойтись  до-объяснив и придать больше фактуры главным смыслам, если уж нельзя продлить тайминг фильма.  Видно, что до отточенности видения и передачи автору далеко даже до Чехонте, а не только А. П. Чехова. Да и показанный провинциальный «сюр» скорее ближе к сит-комам, чем к литературе.  4 из 10	Провинциальный сюр с попыткой идеи.	0
294	2019-03-18 01:11:00	Шелуха	0	5	«Шелуха» руки молодого режиссера Бретта Симмонса, это продолжение одноименной короткометражки 2005 года (о чем говорит немногозначительная фильмография постановщика). И, судя по всему, продюсеры, посмотревшие её, сделали ставку на перспективного художника, выделив неогласованный бюджет на полную ленту. Не сказать что все, кто вложился в этот проект, прогадали. На выходе получилась атмосферная «картинка» с да, в общем, это и всё, чем запомнился кукурузный хоррор с типичными недотёпами студентами в стиле кантри.  Классический слэшер, не стесняясь, пестрит шаблонными мотивами: несколько друзей в поездке «непонятно куда» на классическом пикапе попадают в аварию. Стремительное развитие событий не позволяет ближе познакомиться с персонажами, экономя сценаристские листы бумаги и спонсорские денюжки в значительный ущерб драматической основе. Детали не обязательной, но при «проседании» других аспектов явственно-ощутимой. Не трудно догадаться, что в дальнейшем самые «умные» пассажиры за место ожидания помощи извне направляются в злаковые заросли, дабы найти помощь там. И даже чертовски ненатуралистичные пугала в самых жестоких традициях хоррора не останавливают путников на пути к «спасению».  Делая ссылку на неопытность режиссера и довольно скудное финансирование картины можно с уверенностью сказать, что у Симмонса определенно есть потенциал в выбранном жанре. Но ужасно удручают сюжетные несостыковки, актёрская игра (Уэс Чэтэм смотрелся ещё более терпимо) и все те же логические провалы в комбинации с нечеловеческими возможностями «жертв», что навевает ужасную скуку. Спасибо, что хоть предысторию раскрыли (на три с плюсом).  Запутывает всю композицию и открытая концовка, такая неуместная и на фоне всего ожидания развязки напрочь убивающая надежду на что-то более-менее «грамотное».   На самом деле, всё могло быть намного хуже, соверши Бретт ещё один шаг в сторону. И балансируя на краю эпилептической операторской работы, тщедушной подачи Таммин Сурсок и сочными кукурузными початками можно констатировать, что фильм вполне смотрибельный для зрителя неприхотливого и не избалованного подобным жанром. Ну а надежда на Симмонса ещё не потеряна. Не потеряна.  5 из 10		0
295	2019-03-18 01:02:00	Бархатная бензопила	2	0	Один из самых перспективных режиссёров современности Дэн Гилрой работает без передышки: казалось ещё совсем недавно публике был представлен «Роман Израэл», как очередная и третья по счету работа выходит на платформе Netflix. В одной из главных ролей выступает Джейк Джилленхол, запомнившийся ярким амплуа в потрясающем дебютном для режиссёра «Стрингере».   Главный герой известный арт-критик напару со своей подругой открывает и представляет миру гениальные работы неизвестного и почившего художника. И, чем сильнее возрастает спрос на картины покойника, и чем глубже герои углубляются в биографию художника, тем страшнее становятся последствия. Мир искусства динамичен и жесток, порой совершенно буквально.  В очередной раз Дэн Гилрой подбирает для своих историй крайне занимательных персонажей: «Стрингер» проникал в аспекты жизни безжалостного социопата, «Роман Израэл» испытывал силу моральных ориентиров честного юриста соблазнительным хрустом купюр, а в «Бархатной бензопиле» автор препарирует кухню богемного курятника американской арт-тусовки, центральным персонажем которого является известный критик, голубой как небо над Амстердамом в июле, Мофф Вандевальд в исполнении неподражаемого Джейка Джилленхола, амплуа которого можно назвать одним из самых увесистых плюсов картины.  На этот раз Гилрой замахнулся на жанровый микс из мистического триллера, кровавого слэшера и сатиры  задача довольно амбициозная, но, как и в случае предыдущей картины, сложно реализуемая. Разрабатывая оригинальные и неформатные идеи своих работ, режиссёр порой так сильно увлекается их концептуальным художественным оформлением, что забывает о наполнении своих историй  а это крайне важно для целостности фильма как такового. Яркий, колоритный и гламурных блеск «Бархатной бензопилы» скрывает за чередой выверенных и сочных кадров, некую сценарную пустоту, ряд логических упущений а, в случае с жанровым рассинхроном, и вовсе может ввести зрителя в заблуждение относительно цели существования этой картины. Метафорически, сам фильм представляет из себя огромную аллегорию тому что сегодня называется искусством: будь то невнятный мазок на холсте, бессмысленная инсталляция или шизофренический перформанс. Ибо для сатиры фильм недостаточно остроумен, а для крепкого триллера мало одних заезженных приемов жанра и бутафорской крови: здесь саспенс отсутствует как класс в картине, в которой каждая сцена, вплоть до финала, топорно предсказуема. Очень жаль что такой перспективный автор, ворвавшийся в кинематографический мир с потрясающим дебютом, довольно рано утопает в море посредственной реализации перспективных идей.  Плюсы: Сюжет, художественная работа, каст, операторская работа.  Минусы: Сценарий, монтаж.	Бессмысленный и беспощадный перформанс	1
296	2019-03-17 23:21:00	Опасный метод	1	5	Несмотря на любопытную тему об идеологическом противостоянии Фрейда и Юнга, фильм Кроненберга вышел на удивление безликим и полным трюизмов. Полемика двух титанов психоанализа о человеческой сексуальности сводится здесь к эпистолярному обмену колкостями, ряду тривиальных замечаний об узости одного и шарлатанстве другого  и обсуждению двух случайных снов, истолкованных, как положено, по Фрейду и ставших причиной окончательного разрыва и идеологического одиночества. Основной же сюжет закручен вокруг отношений Юнга и Сабины Шпильрейн, бывшей поначалу пациенткой и психопаткой  но внёсшей в будущем свой ощутимый вклад в их общее со стариком дело. Бедной девушке нравится, когда её наказывают и хорошенько шлёпают  с чем знаменитому доктору и приходится помучиться. Равно как и со своей страстью, которую до поры до времени он честно пытается сдерживать. Жаль только, что безуспешно.  Поверхностным изяществом в воспроизведении эпохи  и столь же поверхностной демонстрацией противоречий «Опасный метод», увы, и ограничивается, навязывая взамен сексуальной тягомотины, не привлекательной ни идеологически, ни чисто телесно. По-настоящему хороши здесь лишь двое актёров, причём Майкл Фассбендер  не из их числа. Комичной щёточки усиков и педантичной сдержанности оказывается недостаточно, чтобы поверить в перевоплощение ирландца в личность совершенно иную. Совсем другое дело  Мортенсен, не только изменивший акцент, голос и внешность  но и выработавший особую «еврейскую походку». Фрейд в его исполнении существует на грани фарса. Его осанистая надменность непререкаемого авторитета выглядит тем комичнее и нелепее, чем больше разглагольствует он самодовольным тоном  с сигарой в зубах и видом наисерьёзнейшим и непоколебимым. Но настоящее мастерство демонстрирует Кира Найтли, играющая женщину одновременно умную и помешанную  и крайне противоречивую даже внешне. Стоит лишь вспомнить её походку, осанку  и то, какие рожи и выверты она выделывает  как сразу тянет и морщиться, и удивляться. Отталкивающая убедительность, достойная похвалы.  5 из 10	Трюизм про фрейдизм	2
297	2019-03-17 22:57:00	Загнанных лошадей пристреливают, не правда ли?	0	0	Бланки все получили? Заполните и распишитесь. Получите свой порядковый номер и отойдите в сторону. Отойдите, не задерживайте. Следующий, подходите.   Что? Говорите толком, не бубните. Что там у вас? На велосипеде нам не надо, у нас тут танцевальный марафон. У вас есть пара? Регистрируем на участие только пары. Найдите себе партнера и займите с ним место в очереди. Следующий на регистрацию.   Возьмите бланк, вот здесь подпишите. Куда ж вы так спешите? Прочтите сначала. Нет-нет, обязательно прочтите, прежде чем подписывать. У вас есть пара? Если вы потеряете свою пару в ходе марафона, у вас будет двадцать четыре часа, чтобы найти себе нового партнера. Потом вас дисквалифицируют. Что за вопросы? Все что угодно может случится, вы что, первый день живете? Если кто сломает ногу  починим, простудится  подлечим. А вот за деяния Господни мы не отвечаем. Пожар, землетрясение, двустороннее воспаление легких  разбирайтесь с Господом, мы отвечаем за вас только в ходе марафона, двадцать четыре на семь, пока вы танцуете. Оттанцевались  сами себе хозяева. Так что читайте и подписывайте.   Вы взяли бланки? Берите, берите. Читайте и подписывайте. Не забывайте, что марафон это шоу, а вы  его главные звезды. Это ваша минута славы. Или несколько сотен часов  кому как повезет. Где еще вам предоставиться возможность проявить свои таланты? Если вы поете, жонглируете или стучите стэп, вам предоставиться возможность выступить с сольным номером, за который можно будет получить чаевые.   Видал наш марафон и истории любви. Если вам посчастливилось влюбиться в партнера, мы сыграем вам свадьбу, на которой на аукционе свадебных подарков вы сможете заработать сотню другую. Самая же выносливая и крепкая пара в конце марафона получит главный приз  полторы тысячи долларов, за вычетом издержек. Помните, что существуют правила.   Нет, что вы! Правила нельзя менять, ведь людям нужно во что-то верить. Обмани их однажды  и они перестанут приходить. Так что читайте и подписывайте. Марафон начался и будет продолжаться, пока не останется одна пара.   Yauza! Yauza! Yauza!   Наряду с Кассаветисом, Скорсезе, Кубриком и Фридкином, Поллак со своими Загнанными лошадьми ворвался в кульминацию того, что позже назовут Новым Голливудом. Уже пятый фильм режиссера, он станет первым такого уровня общественной заинтересованности  после него о Поллаке заговорят во всем мире: девять номинаций на Оскар включая режиссерскую [одна стала наградой  Гигу Янгу за роль Роки, хозяина и ведущего марафона, забрал он за эту роль и Золотой глобус] и культовая слава. Потом он снимет Три дня Кондора, Тутси и Из Африки [который подарит ему целых двух вожделенных лысых мужичков], которые окончательно закрепят за ним звание живого классика.   По степени трагизма эту историю можно было бы назвать «античной», да только масштабы здесь другие: с эпицентре не цари и герои, но маленькие люди [уже, правда, далекие от гоголевских], отчаяние толкает их на скользкую дорогу изнурительных соревнований. По ту сторону марафона только победа  или пустота. А какая разница, если внутри уже и так давно пусто  Сидни Поллак видел сходство эпохи Великой Депрессии с 1970-ми годами, на пороге которых снимал Загнанных лошадей. Можно, конечно, указать на безнадёгу и неопределенность, на раздавленность нищих масс экономическим катком, на безразличие властей к проблемам простого маленького человека. И начать здесь политический разговор об актуальности старого искусства Нового Голливуда в эпоху Space-X А можно заварить чайку и по-хипстерски насладиться зернёной картинкой и пронзительной музыкой [такая в американском кино была только в семидесятых] и извести сотню платков под очистительный катарсис танц-пола.  Yauza! Yauza! Yauza! Спешите видеть! Хотите участвовать? Заполняйте бланк. Марафон будет еще продолжаться		0
298	2019-03-17 22:37:00	Время	0	0	Занятный южно-индийский фильм Время 2013 г. Как и предсказано в синопсисе, скучать не пришлось. Черная или криминальная трагикомедия действительно заставляет следить за сюжетом, чтобы не запутаться в событиях одного, но очень насыщенного дня.   Безработному Мэтью все время нужны деньги: на жизнь, свадьбу сестры, собственную свадьбу. Не придумав ничего лучшего, он занимает их у местного криминального ростовщика, которого знает и боится весь город. Поручитель  простодушный друг. Одновременно главный герой пытается выстроить личную жизнь с милой одноклассницей, родители которой вовсе не горят желанием породниться с безработным.  Какое-то время парень выкручивается, перезанимает, но, наконец, наступает срок окончательной расплаты по кредиту. Банда ростовщика торопит, угрожает Перед Мэтью дилемма: где-то найти деньги и расплатиться или потерять все  друга, возлюбленную, жизнь Неумолимое время отстукивает часы и минуты до роковой встречи с бандитом-ростовщиком. Что-то должно случиться И случается  Далее следует просто круговорот событий, в которые вовлечены все близкие и далекие знакомые Мэтью. Один неожиданный поступок влечет за собой не менее внезапный следующий, и вот уже, как снежный ком, день превращается в безумный бег по городу от гангстеров в поисках денег. При этом парню ещё приходится скрывать свои проблемы от невесты, родни и все время следить за часами, чтобы нет пропустить час Х.  В этой комедии положений все случайно, как и положено в подобном жанре.   Мне понравилось, как выстраивается образ времени  зрительный и вербальный. Сама картина, как и игра актеров, обычна, на один просмотр.	Неумолимое время отстукивает часы и минуты до роковой встречи	1
299	2019-03-17 22:35:00	Субурбикон	0	5	Прошло 9 дней после просмотра «Субурбикона» и фильм я уже практически забыл. Это лучше всего демонстрирует то, какое впечатление он на тебя произвел. Если фильм вызывает хотя бы какое-нибудь недовольство, то это возможность хоть что-то запомнить. что-то хотя бы раздражает. Здесь же все параллельно.  Режиссер Джордж Клуни. Это уже повод посмотреть фильм, потому что, если и не восторгаться этим актером, то уважение он вызывает всегда  полностью отрабатывает свои роли. Здесь он, правда, режиссер. От Джулианны Мур можно ждать вообще все, что угодно, по-моему, это та актриса, что попробовала себя абсолютно во всех качествах и целая группа мыслителей сидит, выдумывая для нее что-то новое. В «Субурбиконе» есть пара моментов с ней, что откладываются в памяти, но для нее это как-то хило.  Образ, созданный Мэттом Дэймоном, по сюжету отрицательный, но в таком качестве этот актер даже больше нравится, все эти его супергерои, которых он обычно играет, не очень подходят доброму парню. Наконец, мальчик, сын Деймона и Мур, вроде бы сыграл неплохо.  Понимаю, что тема вторжения в священное пространство американского гражданина для американского же зрителя очень волнительная и необычайная. Человек, родившийся в нашей стране, не воспринимает это даже за сюжет. Деймон как будто по-быстрому грехи замаливает в обратную сторону, слишком много положительных героев сыграл  нужно компенсировать теперь. И вроде бы неплохо снято, а зеваешь во всю ширь лица. От Джулианны Мур вообще ждешь, что она сейчас охмурит какого-нибудь маньяка и тот сбежит от нее испуганный.  В общем, если бы фильм тянул на одну звезду, то можно бы было увидеть хоть какое-то предвзятое отношение, какие-то чувства с моей стороны. Ненависть нужно заслужить. А здесь же полное равнодушие, самая обидная оценка чьего-либо творчества. Прости, Клуни, большего не заслужил.  5 из 10	Фильм забывается через 10 минут	1
300	2019-03-17 22:32:00	Харт-метал	4	4	"«Харт-метал»  дебютный полнометражный фильм Хью О`Конора, представленный на двенадцатом Irish Film Festival в Москве.  Начиналось всё неплохо. Первые двадцать-тридцать минут мы видим фильм о метале, чего, собственно, и ожидаем, ориентируясь на название. Предвкушаем, что нам покажут особенности написания композиций, становление дуэта металхэдов Эммы и Гари, их первые концерты. Да, мы видим, что создатели далеки от метала (""Осквернённые Внутренности»  название песни, характерное для брутал-дэт-метала, Гари при этом тянет максимум на глэм-металлиста, а играют они довольно попсовый мелодик-метал; отсутствие клавишных в метале как явления  вообще бред сивой кобылы). Но мы готовы потерпеть, ведь кино о метале выходит не так часто. Но получаем социальную драму не первого сорта.  Основная проблема «Харт-метала»  персонажи. Один отвратительней другого. Эмма (металхэдка) изначально кажется самой адекватной. Но в какой-то момент она поступает по-свински с лучшим другом и сестрой, и зритель закономерно начинает её ненавидеть. Шантал (сестра Эммы)  типичное «гламурное кисо» и блогер, умом не блещет, положительных эмоций не вызывает. Гари, как правило, хочется пожалеть, пока он не совершает абсолютно бездумный поступок, способный разрушить его же будущее, поддавшись подростковой влюблённости. Дэн как антигерой получился хорошо. Но почему же остальных героев хочется также осуждать, как и его?  Глупее всего смотрится концовка. По наивности она напоминает не то народную сказку, не то сюжет детского утренника. После всего, что было? Создатели, наверное, вообще ни разу в реальной жизни не видели конфликтов подобной серьёзности. Каков посыл? Теряюсь. «Будьте тварями, но любящими тварями, тогда тварями вы не будете»? Либо я чего-то не понял.  Актёры. Мо Данфорд тянет фильм как может. Лукавое выражение лица, извиняющееся, какое угодно  всё получается очень хорошо. Отличный образ мерзавца, нравящегося маленьким девочкам. Внезапно, понравилась Джордан Джонс в главной роли, хотя и великого та ничего не показывает. Остальные же  довольно посредственные актёры.  По большому счёту, «Харт-метал» не ужасен. В нём есть ряд неплохих шуток, как минимум один удачный герой и актёр, начало очень даже интригует. Но в целом же кино совершенно проходное.  4 из 10"		1
301	2019-03-17 22:23:00	Не стыдясь	0	7	В общем и целом, довольно интересный фильм, хороший снятый на цифровую камеру и показавший много сюжетных находок и операторских недочётов. если и верить тому, что перед нами эротический фильм, то только в пьяном угаре. Эротикой тут и не пахнет. Вернее, снята она настолько небрежно, что интереса как бы не возникает. Кроме главной эротической сцены.  Студент Тадек возвращается на поезде домой, чтобы отгулять свою учёбу. Ему нужны деньги и он находит способ их заработать. Невольно обманывая свою девушку, он сам ускоряет трагический финал. Попутно он смотрит на секс со стороны по принципу «почему мне нельзя, если другим можно». И не сдерживает себя.  Режиссёр отлично показал синдром плохой толпы: человека формирует его окружение, но оно не способно его сломать. Честь для Тадека  главное. Вот основной инстинкт его всё же сломал. Даже несмотря на уроки прошлого, которые современное поколение молодых поляков не способно извлечь. А надо бы. Ведь Тадек  выходец из польских евреев с нынешней территории Западной Украины. Это тоже накладывает отпечаток.  Единственное, осталась непонятной мотивация его девушки. Если она на самом деле его раскусила, тогда почему Иманта тянула всё время, заранее зная, кто её парень? Если она не знала ничего по сути, заранее помогая Тадеку деньгами, зачем тогда было показывать ему обет своего безбрачия, как клятву верности? Женщина на самом деле может сломать мужчину.  Фильм в целом довольно многоплановый и глубокомысленный. Из минусов стоит отметить вялый эротизм, баламошность главной героини и нелинейность сюжета.  7 из 10	Любовь к сестре как закон генетического кода	0
302	2019-03-17 19:30:00	Рождённый стать королём	2	6	Еще с момента выхода трейлера было понятно, что это будет детский фильм исключительно для детей, ориентированный на них до последней буквы. Однако реальность «превосходит» все ожидания. Фильм настолько «детский», что даже современным детям он вряд ли будет интересен.  Положительных черт настолько мало, что говорить о них тяжело Редкие сцены экшена с приятной, но примитивной компьютерной графикой несколько разбавляют тяжеловесные социальные сцены. Финальная битва со злой колдуньей получилась самой яркой и запоминающейся во всем фильме.  Также в картине заложена хорошая идея про объединение, дружбу и борьбу с собственными недостатками. Что радует  нет даже намека на ставший уже привычным везде и во всем низкий юмор.  В этом плане очень сильно спас положение Энгус Имри со своей живой мимикой и отличной игрой эксцентричного чудака. И это при том, что «Рождённый стать королём» для него практически дебют. Будем надеяться, мы еще увидим этого парня на большом экране.  Ну, а теперь минусы.  Самое смешное, что при просмотре этого фильма я не могла избавиться от ностальгии по классическим картинам 90-х. Кто помнит  Галгамет, Джуманджи  наивные семейные фильмы, ограниченные технически своим временем и бюджетом, но все-равно завоевавшие любовь зрителей и ставшие примером для режиссеров на долгие годы.  «Рождённый стать королём» пытается действовать в том же духе, но перегибает палку по всем фронтам. Диалоги пространны и пропитаны пафосом так, что хочется зажать уши, лишь бы этого не слышать. Причем страдают этим как взрослые, так и дети. Уже самый первый диалог в игре между учеником и учителем вызывает лютый фэйспалм.   Сюжет движется по классическим канонам: избранный неудачник  чудо  наставник  путешествие  злая волшебница  победа. Настолько классической, что история не смеет ни на йоту отклониться от шаблона. И ладно бы все это было красиво и гармонично подано. Но «дневные» приключения героев скучны, за крайне редким исключением, а ночные хоть и динамичны, но не слишком зрелищны.  Герои  вот в чем главная беда истории. Они честно пытаются отыгрывать свои роли, но не нужно быть Станиславским, чтобы вскричать: «Не верю!». Изменятся ли они после пережитых приключений? Возможно, но верится в это мало. Как зрителям, так и самим героям. Им не сопереживаешь, они даже раздражают, все, за исключением ранее упомянутого Энгуса Имри. Его герой тут блистает, за ним интересно наблюдать. Чего, к сожалению, нельзя сказать о взрослой версии Мерлина. Не знаю, как Патрика Стюарта затащили в этот проект, но раскрыться он здесь не смог от слова совсем. Сцены с ним смотрятся невыразительное и неуместно, что очень грустно для такого блестящего актера.   Таким образом, вердикт неутешителен. Как и писала в названии, возможно, лет 20 назад фильм бы имел успех, когда все это было свежо и в новинку. Но сейчас, в век Игры престолов, Властелина Колец и новых Джуманджи фильм не может предложить совершенно ничего нового. Ему нечем удивить, нечего показать. Он скучен для взрослых, пресыщенных зрелищем, и детей, которые уже слишком взрослые для такой морали.  За то, что есть в каждом фильме вообще, и Энга Имри в частности    6 из 10	Фильм, опоздавший с выходом на 20 лет	11
303	2019-03-17 19:28:00	Тобол	0	0	Я ждал этот фильм с нетерпением. Потому что с «аппетитом», взахлеб «проглотил» внушительной толщины одноименный двухтомник Алексея Иванова, посвященный истории моего родного сибирского края. Исторический роман, написанный в лучших традициях литературы подобного жанра (в голову приходили ассоциации с советским классиком исторического романа Валентином Пикулем), развернул перед читателем яркую панораму событий, происходивших в Сибири в эпоху правления Петра Великого. Политика, религия, быт, война, любовь А множество сюжетных линий и героев романа, так или иначе, пересеклись между собой. Еще до того, как я узнал о ведущихся съемках художественного фильма, подумал, что хорошо бы увидеть такое кино. И конечно, учитывая объем произведения, количество сюжетов и героев, у меня не возникало сомнений, что наилучшим форматом будет сериал. Однако для начала на большой экран вышел полнометражный художественный фильм, который, как абсолютно честно предупредили нас создатели в начале показа, является не экранизацией романа «Тобол», а лишь фильмом, сюжет которого основан на сюжете одноименного романа.   Прежде всего, авторы совершенно оправдано отказались от идеи «запихнуть» в двухчасовой формат «полнометражки» весь роман «Тобол». За основу взяли лишь сюжетную линию, повествующую о малоизвестной широкому кругу зрителей военной экспедиции полковника Бухгольца к китайскому городу Яркенд, предпринятой в 1715 году, путь которой пролегал через подконтрольные Джунгарскому ханству степные пространства юга Западной Сибири. Для реализации задуманного пришлось «пожертвовать» несколькими ключевыми героями романа, которых в фильме «Тобол» просто нет. Это митрополит Филофей, полковник Григорий Новицкий, шведский капитан Табберт, бухарский торговец Ходжа Касым, сестры-остячки Айкони и Хомани и некоторые другие. История с экспедицией Бухгольца интересна сама по себе и, при должной постановке, «потянула» бы на хорошее историко-военное кино. Однако, как это часто бывает при попытке экранизировать большие литературные произведения, фильм получился несколько скомканым, а сюжетная тема была не до конца в нем раскрыта. Движущие мотивы повинных в развязывании краткосрочной войны русских с джунгарами губернатора Сибири Матвея Гагарина и китайских чиновников обозначены весьма схематично. Фигура выдающегося сибирского ученого-самоучки Семена Ремезова, которая в романе является одной из центральных и, так или иначе, участвует во всех сюжетных линиях, в фильме «съеживается» до роли придурковатого старика-отца возлюбленной Ивана Демарина. Демарин же, по роману серьезный, застенчивый, хоть и отважный, но просто молодой пехотный офицер, выводится в центр повествования и превращается в этакого временами развязного супергероя, который успевает и «шведским эскадроном» покомандовать, и из пушки пострелять, а в итоге целиком затмевает командира экспедиции полковника Бухгольца, на самом деле деятельного офицера и вожака, а в фильме весьма «проходную» фигуру. И такие примеры можно привести еще.  Однако, памятуя об оговорке создателей про всего лишь «основанность» фильма на сюжете романа, не буду их за все это корить. Лучше отмечу еще несколько моментов, которые мне в фильме просто не понравились или в которых показаны не просто выдуманные сценаристами, а еще и до ужаса нелогичные вещи.  Не понравился Петр в исполнении Дмитрия Дюжева. Из всех виденных мной советских и российских киновоплощений первого российского императора этот получился хуже всего. Причем не по внешнему виду, а из-за гогощущего дюжевского баса, плутоватых глаз и манеры общения.  Не понял я речной гонки на дощаниках между русскими и шведскими солдатами. Это эпизод для кинокомедии, но никак не для серьезного исторического кино. Едва ли в реальности командир рискованной военной экспедиции в степь поощрил бы такое опасное дурачество своих немногочисленных воинов, рисковавших угробить и себя, и ценные воинские припасы на бортах своих судов.  Непонятно, как Ремезов-старший мог взять с собой в воинский обоз дочь, при том, что, скрипя зубами, отпускал в степной поход даже сына. А в отправке туда Марии не было никакой необходимости, кроме как чтобы поддержать в фильме любовную линию Демарин-Маша.   Абсолютно бредово выглядит эпизод с освобождением Демариным плененных «обозников» из джунгарского лагеря. Почему степняки на лошадях не отправляются в погоню и не могут вернуть немногочисленную группу женщин, после того, как угроза для зайсанга миновала?  Отдельные могилы для погибших участников экспедиции в заснеженной зимней степи тоже выдуманы вопреки всем законам логики. В романе защитники крепости просто складывали трупы штабелями чуть поодаль от нее.  Если коснуться актерской работы, то мне кажется, что, к сожалению, актеры фильма не удосужились прочитать не то что весь оригинальный роман, но даже хотя бы отрывки из него, иллюстрирующие характеры и поведение их собственных героев. Они, вероятно, ограничились лишь прочтением весьма куцего киносценария. Хотя большинство персонажей можно было бы показать ярче и глубже.   В итоге я был несколько разочарован увиденным. Помимо прочего в фильме отсутствует и какой-либо накал, драматизм. Все показано как-то скучно, без «перчинки». Это на уровне ощущений.   Не внушает оптимизма и грядущая вскоре на Первом канале 8 серийная телеверсия «Тобола», так как «полнометражка» по сути ее сокращенная версия. А значит, все огрехи сценария и актерской работы будут присутствовать и в сериале. Мне показалось, что просмотр этого фильма вряд ли сподвигнет зрителя, не читавшего сам роман, его прочитать.   В заключении хотелось бы выразить надежду, что это не последний фильм, взявший за основу сюжет романа «Тобол», и мы увидим когда-нибудь более качественную и масштабную экранизацию, может быть даже многосерийную (серий на 20-25).  Кроме того, хочу призвать всех посмотревших и непосмотревших фильм все-таки прочитать великолепный роман.		13
