	cat	date	movie_title	not_useful	score	text	title	useful
227	bad	2017-11-17 10:10:00	Викинг	4	0	Не удержалась. Крайне редко оставляю комментарии в сети, но тут... Очень плохо, очень-очень плохо. Бессмысленная история, без логики, без  глубины.  Актерская игра практически всех главных героев - на 3 с очень большим минусом по 10-ти бальной системе. Козловский мальчик, конечно, красивый, и весь фильм чувство такое, что именно мальчик пытается сыграть мужчину. Ощущение такое, что сам он себе очень нравится, поэтому в самых важных кадрах смотреть на него смешно. Видела только пару фильмов с его участием, было приятное впечатление, но Викинг - разочарование полное. Ходченкова тоже - как 'картинка' - хороша, но явно никак не вписывается в образ. Агрессивно ревнивая Рогнеда - сомнительно, но хотя бы эксцентрична. В итоге - почти на протяжение всего фильма хочется пафосно сказать 'не верю!'. Ни сочувствия, ни понимания герои не вызывают. Понравились только некоторые второстепенные персонажи и пара не основных сцен.  Про историческую достоверность  - даже не хочется думать. Наши предки так жили? В грязи? В убийствах? Жрецы с бритыми головами? Банды наемников? Даже солнечных дней до крещения не было? Ну уж слишком все мрачно. Не верится ни на миг.  Итог - смотреть только от сильно нечего делать в режиме ознакомления 'каким не должен быть фильм'. Если хотите посмотреть хорошее кино - не рекомендую.	Нет	8
228	bad	2017-01-08 11:41:00	Викинг	7	0	Друзья! Я не буду пускаться в пространственные рассуждения об исторической составляющей кино, и вам не придётся скучать за чтением.   Сразу вопрос: ПОЧЕМУ Викинг? Для красоты слова? И почему название фильма представляет собой своеобразную шараду из букв?   Ок, проехали.   Далее: Я так и не смог увидеть в Даниле какие то задатки лидера. Пожалуй, наиболее точно его охарактеризовали в начале фильма, когда он грозно стоял с петушком в руках и что-то бормотал, слегка насупив брови - его тогда сравнили с тем петушком в руках. И тут Данила слегка рассвирепел, подобно нарисованному зубру в самом начале, отбросил маникюрную пилочку, как схватил копье, да как бросил его! Но оно показательно не долетело, упало где-то у стены, а не воткнулось грозно у лица обидчика. И тут я сразу понял - убедительному типажу быть! И, как водится, не зря меня посетила такая уверенность.   Диалоги Козловского вызывают если не смех, то недоумение. Они настолько слащавые, словно Данила попутал картины, в которых снимается. И, в общем то, старается парень - но не его типаж совершенно. Актёр то хороший, но практически каждый другой бородатый мужик в это картине одним лишь взглядом может вызвать у этого недокнязя приступ панического страха. И, к слову, бывало такое.   Данила не дерётся в фильме. То выбежит под мухоморами под стрелы в slow mo, то выглянет из бойницы, то побежит спасать от туповатых язычников воина с ребёнком, но в итоге, тщетно, а то и вовсе начнёт толкать со всеми ладью, но, как водится, не поспеет в итоге за всеми. Хотя что уж я придираюсь - была сцена, где он камушек рукой своей могучей в сторону главного негодяя швырнул да попал! И спас ведь всё и вся.   В общем, не могу я понять как такой персонаж мог кого-то за собой повести, как его могли слушаться. Совершенно бездарная игра. Не иначе как жалостью брал. И, на мой взгляд, раз уж тебе довелось сыграть в таком фильме, а брутальности в тебе почти НОЛЬ - так можно хотя бы сходить в зал и там с тренером пару-тройку месяцев позаниматься, что бы хотя бы выглядеть в кадре похожим на мужчину.   Я слышал, было вбухано много наших денег? Но не в декорации. Крохотный Киев с какими то хиппующими лысыми немыми, боевые сцены, в которых одновременно принимали участие в кадре несколько человек. Были и постельные сцены, разумеется - Александра Бортич отыграла достойно, прыгая обнажённой чуть ли не на груди Данилы. Ходченкова вполне неплохо так смотрелась. Ну а свита нашего главного героя, всё его окружение - вот чему можно верить, прекрасно всё выглядело, правдоподобно и убедительно.   Ну а и итоге основная мысль осталась за кадром. Если ставка была сделана на сцену в храме, где Данила разревелся после прозрения - это было нелепо. Принятие Христианства? Совершенно поверхностно всё было показано. О чём по сути фильм? Трудно сказать. Так же трудно, как и понять, причём тут Викинг вообще...	Чудесный фильм! Отличный! Жалко что билеты на него продают за деньги...	11
229	bad	2017-01-01 22:10:00	Викинг	7	3	Ждали данную премьеру с нетерпением, предвкушая увидеть прелесть Древней Руси. Ожидания не оправдались, или вернее частично... история повествует о язычниках, печенегах... никогда не представлялся Киев, Новгород настолько убогим...грязным...  Князь Владимир в своем путешествии к Себе в первую очередь, определяется кто он, чему верит и как хочет видеть свой народ.   Рогнеда - женщина, которая смогла уцелеть психически, после жестокой расправы с ее родителями. Можно только представлять Что именно она испытывала, находясь рядом с Владимиром.  Ирина и Федор - ангелы, путеводные звезды в путешествии Владимира.  Население до крещения показано слишком мрачным и темным, сложно судить, насколько правдиво передано данное описание.  Долго и нудно расписывать 'прелести' фильма не имеет смысла.   Скажу одно; конец фильма показан очень здорово.   3 из 10	Бог един...	11
230	bad	2017-01-02 12:39:00	Викинг	10	5	Видимо, из шести лет, пять - ушли на постройку декораций, они и правда очень здоровские. И заслуживают 10. А всё остальное - пара. На выходе - пятерочка из 10. Сюжет, как явление, отсутствует в фильме напрочь: от начала к концу фильма отсутствует развитие событий (что - просто из 'Повести временных лет' просто взяли временной кусок, и отсняли, не добавив для минимального драйва вообще ничего?!!). Динамика в фильме отсутствует, напряжения в зале не вызвал ни один эпизод, ну только спуск ладей с горки, может; остальное - печальное унылое  вялотекущее действо, преисполненное напускного драматизма и какой-то гротескной печали и такой же, какой-то бесцельной, воодушевленности. Батальные сцены срежессированы очень плохо, почти всё построено на замедленных кадрах крупным планом, динамики и зрелищности не хватает прям на физическом уровне: сидишь в зале, битва набирает накал, ждешь продолжения, насыщенности, ярости, а оно - помахались, и хоп - дождь, все воины лица к небу задрали; и показывают зады татарских лошадей, вяленько трусящих назад. Короче, простецкий фильм. Не вызвал одухотворенности. Денег истрачено много, фильм идет долго, а событиями он не насыщен. Ходченкова, только, понравилась... и то - только на фоне всего остального. Персонаж Козловского только один раз вызвал какие-то эмоции - когда копьем в невесту свою швырнул в начале, остальное - если его везде вырезать, фильм ничего не потеряет. Потому что ничего и не имеет в себе. Разочарован страшно.  5 из 10	Шесть лет работать, и снять это. Разочарован страшно. Зачем нам показывают по ТВ 'эмоциональных' зрителей, которые 'страшно воодушевлены' фильмом на выходе из кинозалов??!!...	14
231	bad	2017-01-02 00:31:00	Викинг	9	5	Чем хорош фильм Викинг?   Выбран интересный временной период (конец десятого века). Приятная работа костюмеров. Есть парочка сюжетных арок, которые удачно давили на эмоции. Много отдельных хороших картинок. Если немножко напрячься, повспоминать историю древней Руси и пропускать некоторые вещи в фильме за условности, то можно даже похвалить за существование адекватной политической ситуации на фоне происходящего, в которой персонажам приходится вертеться.   Чем плох?   Oh boy here we go.   Первый и самый уже бесючий меня момент в фильмах о подобном временном периоде - все кругом ужасно грязные и живут в хлевах.   Даже если по мнению создателей это не будет считаться исторически достоверным, что крестьяне на древней Руси в кадре вдруг появились бы умытыми и расчесанными, то ну хоть ради поднятия патриотического духа хватит их мазать в грязюке постоянно! Тем более что нас в своё время учили что баня являлась одним из самых важных моментов в жизни каждого русского человека, и что они не позволяли себе быть такими свиньями. Прям. УХ! бесит.   Второй момент, который адово расстроил - съемка боёв.   Наши киноделы отчаянно не хотят даже пытаться копировать техники зарубежных коллег, и постоянно пытаются изобрести велосипед. Всё б хорошо, только колёса у велосипеда всё ещё квадратные. Невозможно оценить достоверность, зрелищность, массовость или хотябы смысл боёв на экране, потому что в фокус попадают безликие статисты на долю секунды, после чего камера скачет как бешеная к следующему статисту.   Было несколько кадров (я наверное их по пальцем одной руки сосчитать смогу), когда нам показывали Свенельда (воеводу Владимира), странного викинга Берсерка или самого Владимира, и их взаимодействия между собой.   Третий момент - персонажи. Из персонажей по факту присуствуют Свенельд, который выступает в качестве рассказчика и является воеводой Владимира, Фёдор - воевода Святополка, Ирина - жена Святополка и единственный думающий человек после Свенельда и по большому счёту всё. Владимир как персонаж не состоялся и даже не пытался. Жена его, имени которой я кстати не запомнила, но википедия говорит что ее звали Рогнеда, пыталась стать персонажем, но запуталась на стадии создания. На роль Рогнеды, к слову, позвали Александру Бортич, которая для меня прославилась разве что отвратной ролью в довольно грустных фильмах 'Неуловимые'. К чести актрисы стоит сказать что в этот раз она старалась куда больше.   Всех остальных можно считать только статистами или инструментами для продвижения сюжета. За них ни переживать, ни следить за их судьбами было не интересно.   Четвертый момент  - операторская работа. Камера не в состоянии находиться в покое. Даже если происходят тихие сцены с диалогами она трясётся, будто оператор пытался удержать чтобы она не вырвалась. По итогу имеем больную голову.   Пятый момент - сюжет. Сюжет к сожалению тоже запутался. Начинается фильм с уклоном в то что Владимир щас будет под своим началом объединять разрозненные народы Руси, параллельно справляясь с недовольными и их попытками убить Владимира, а в итоге, где-то к последней трети фильма мы приезжаем к противопоставлению язычества и христианской религии, заканчивая хэппиэндом связанным уже с крещением Руси. Намёки на то что так случится начинают вплетать с момента появления в фильме Фёдора как персонажа (спасибо что не в последние 15 минут).   Диалоги написаны примерно никак. За весь фильм существует 4-5 адекватных разговоров между двумя человеческими существами. Всё остальное время это крики на поле боя, разговоры уровня 'Дормаму, я пришёл договориться!' Этот факт кстати добавляет к тому что Владимир получается крайне глупым дядечкой, хотя фильм определенно этого в виду не имел.    5,5 из 10   Добавлю полбалла за тот факт, что создатели определенно старались.	Была хорошая идея, но по итогу испохабили.	12
232	bad	2017-08-09 10:48:00	Викинг	5	1	Вокруг фильма такая шумиха... Неудивительно, ведь его показывали в январские праздники. А, как известно, люди отдыхают и более от безысходности нежели желая шли в кинотеатры. Почему вы думаете столько денег они собрали? А давайте с вами вспомним, какая реклама шла по 'Первому' во время Новостей. Неудивительно, что народ, посмотрев такой коношедевр, писал гневные отзывы. И, увы, это не от зависти, как сказал господин Познер, и не от того, что мы увидели свое отражение. Это настоящая защита. Защита от  нападения, от явного искажения исторических фактов (см. об этом в книге Спицина), от извращений, которые нам навязывают, говоря при этом, что, мол, да, было именно так и не иначе. Задайте себе вопрос: кому это выгодно?   На этот 'шедеврд' потратили огромные деньги. Но где они в этой 'картине'? На что были потрачены? Я не понимаю этого. Ни спецэффектов, ни костюмов нормальных. Всё какая-то чернуха.   В фильме не продуманы костюмы героев. Такое ощущение, что режиссер не догадался взглянуть элементарно в учебник.  Актерская игра вяловата. Смотришь на героев и понимаешь, что они выполняли тупо свою работу, нет порыва, души.   Смотришь и понимаешь, что тебя где-то обманули: разве можно так снимать фильмы?  Конечно, каждый выбирает для себя сам, но не советую к просмотру.  1 из 10	Это не наша история	7
233	bad	2016-12-30 12:10:00	Викинг	8	5	Как бы не хотелось увидеть что-то более интересное, пока не получается.  Как у всех фильмов много плюсов, но в этом, пожалуй, преобладают минусы, по моему мнению. Начнем с хорошего:  1. Очень выразительные сцены природы древней и темной Средневековой Руси.  Самые первые кадры фильма впечатляют и завораживают. Вместе с князем древлянским Олегом (Кирилл Плетнев), мы переносимся в заснеженную чащобу, где происходит охота на зверя.  Яркие кадры леса, впечатляющие пейзажи сменяет не менее впечатляющая картинка самого зверя, который должен погибнуть. Благодаря игре актеров, ты сам оказываешься на этой охоте и с первых минут погружаешься в мир Древней Руси. Ни на секунду не отрываясь, я ждал продолжения этого действия. Выразительный Полоцк в следующем кадре меня также вдохновил. Я верил картинке на 200%.  2. Игра актеров второго плана.  Отдельное спасибо за подбор актеров. Меня впечатлили Кирилл Плетнев, Игорь Петренко, Александр Устюгов и Владимир Епифанцев. Даже Светлана Ходченкова смотрелась в 'тему' всего фильма, хотя я переживал, что мне не понравится. Этим актерам я верил, я переживал вместе с их героями, я был в кадре, бок о бок, плечом к плечу. Я рад, что на них был сделан большой акцент, проведена огромная работа, потому что для меня лично, не хватило главных героев.  3. Правдивость происходящего.  От некоторых кадров тебе становится противно, но ты понимаешь, что так и было. Это Древняя Русь. Кровная война и раздоры, предательства, борьба за престол и, как следствие, убийства. С поразительной скоростью ты омрачаешься от понимания происходящего, и думаешь, что было бы если бы ты был там, в то время. Возможно, ты вел бы себя хуже. За эту правдивость отдельное спасибо, я поверил.  Плюс та детальность, с которой подбирались костюмы, декорации, наносился грим: выше всяких похвал, браво.  Теперь минусы:  1. Игра главных актеров.  Абсолютно не понимаю, почему все пишут, что фильм держится на Даниле Козловском. Да, актер хороший. Да, ему веришь, но не в этой картине. Весь фильм я ловил себя на мысли, что это выражние лица я видел в 'Духлесс'.   Не знаю какая задумка была у режиссеров, но такого жалкого князя Владимира я нигде не представлял.  Да, это новое видение. Да, может он был таким. Но это был Великий Князь, который пережил кровную вражду с братьями. Он минимум должен быть отличным воином и стратегом. Сильным духом человеком, который может подавить одним взглядом. Этого мы вообще не видим. Наоборот, видим что он кое-как добрасывает копье до ворот! За весь фильм нет ни одной сцены, где 'Великий князь' принял участие в бою. Ни одной! Дрались все, кроме него. От этого ты перестаешь верить, в то, что этот человек мог захватить киевский престол и крестить Русь. Я ждал, хотя бы, кровавого воина и стратега, а не этого. Уж точно не тянет на викинга. Гораздо больше переживаешь и веришь в Федора (Епифанцев) и Варяжку (Петренко).  2. Сюжет.  С этим всегда проблемы. Потому что хочется показать все и сразу, вложить много смысла, а получается просто набор действий, которые либо меняются со скоростью света, либо затягиваются донельзя. Нет ничего захватывающего, интригующего в этой картине. Потому что главный герой не выразителен, а сюжетная линия в принципе вся на нем. Есть отдельные сцены (например, с Федором), которым ты сопереживаешь, но не больше. Плюс какие то нераскрытые до конца линии, судьбы, перестаешь понимать почему так произошло. А хотелось увидеть нить от начала и до конца.  3. История.  Если в резюме жанра написано история, то нужно соответствовать. Да, никто не знает как там было. Есть только Повесть временных лет и все. Но тем не менее. Люди на Руси не радовались, что их собираются крестить, они боялись этого! 10 веков на Руси было язычество, откуда такое радостное выражение лиц!? Все загонялись палками, насильно крестились в реках, но не так. Поэтому не веришь, что это правда.  И как итог:  у фильма с таким резонансом в СМИ не может быть три 'за' и три 'против'. Спасибо за работу всем, кто делал костюмы, декорации, за картинку в кадре, за игру 'вторых' актеров. Но этого недостаточно. Все должно плавно сходится в картине, которую готовили 7 лет. Но этого, к сожалению, не случилось. Я ждал этот фильм, не сравнивая ни с чем. Да, так еще не снимали наше кино. Но те минусы, которые есть, испортили все что выше. Будем надеяться, что минусы мы подтянем, а остальное в принципе уже есть!   5 из 10	«Ты здесь чужой. Как викинг»	10
234	bad	2016-12-29 18:08:00	Викинг	8	6	Пока воспоминания и впечатления свежи. Фильм заявлен как серьезная историческая реконструкция, с качественными съемками и мощными актерскими работами. Притом все сделано с максимальной достоверностью, с опорой на 'Повесть временных лет'. Специально, перед просмотром картины, я перечитал летопись Нестера касательно этого исторического отрезка.  Что касается истории - все плюс-минус достоверно, если не считать допущений, призванных совместить некоторые эпизоды. Свои возражения спущу на мелкие придирки.  Очень много викингов. они быстро начинают надоедать. На фоне всего этого в фильме совершенно не проработан язык. Все персонажи говорят на языке 21-го века. Это коробит при просмотре, но создатели фильма нас предупреждали о временном несоответствии языка.  Что касается съемок. Я не специалист, но в принципе не плохо. Особенно съемки в зимнем лесу. Это порадовало глаз. Но реконструкции сражений толком нет, да и бои поставлены не так, как я ожидал. Все довольно просто. Получше, конечно, чем в картинах 'Дружина' и 'Ярослав', но не далеко ушли. Самое главное, что там нечего толком реконструировать. При Владимире было не так много масштабных битв.  Игра актеров. Ну, тут сложнее. Данила Козловский играет неплохо, но это кто угодно, но не князь, за которым пошла креститься Русь. Недоработка ли это самого Козловского, или он просто сыграл то, что от него требовали, это уже другой вопрос. Но князь Владимир в фильме никакой. Рогнеда смотрится как девочка из московского клуба. Впрочем, игры ее было не так много, как эротичных вздохов. В этом ее не упрекнуть. Из более или менее значимых персонажей, смотрится Светлана Ходченкова в роли Ирины. Я боялся, что будет похабно, но Светлана молодец. За что ей огромное спасибо. Собственно, больше отметить некого.  Непонятно, почему так много Свенельда в картине? Его у нестора очень мало, и то, в основном у Ярополка. А тут он чуть ли не главное действующее лицо.  Выводы натянуты, мораль и метания князя показаны слабо, резкой и удивившей весь мир перемены человека после крещения не видно. Я ждал от фильма большего, чем увидел. Оценка '6', но я разочарован. После 'Адмирала' я от Андрея Кравчука ждал большего. Поэтому отрицательная рецензия.  6 из 10	Фильм не соответствует задумке	10
235	bad	2016-12-28 02:22:00	Викинг	8	3	Рецензию пишу в первый раз и только ради данного фильма, ибо накипело. Надеюсь, хотя бы кто-нибудь из создателей фильма 'Викинг' увидит это и примет к сведению. Итак, поехали...  После просмотра фильмов - 'Адмиралъ', 'Тарас Бульба' и 'Дуэлянт' я был полон положительных эмоций по отношению к отечественному кинематографу. Потому пошёл с друзьями на предпремьерный показ данного 'шедева' с мыслью посмотреть более-менее исторический фильм, где будет развёрнута сюжетная линия с отличными спецэффектами и хорошими актёрами. К сожалению, увидел иное... Нет, конечно, актёры и спецэффекты есть, но это лишь должно быть дополнение к сюжету. Итак, почему же у меня накипело?!..  Данный фильм мне напоминает охоту, в которой создатели фильма выпустили несколько зайцев (таких как - сюжет, историю, спецэффекты, зрелищность) и поймали лишь одного (спецэффекты). Сюжет фильма собрали из кусков без должного объединения, кинули щепотку истории и обильно сдобрили спецэффектами как основным компонентом. В следствии чего зрелищность очень низкая.  В фильме, наверное, пытались преподнести историю князя Владимира: как он получил единоправную власть и пришёл к Христианству. Хотели показать очень многое (так сказать, объять необъятное). Но вышло всё скомкано, временами не понятно, терялись мелкие нити и только краем была видна основная сюжетная линия. На историчность намекает лишь концовка и герои.  Весь сюжет рассказать можно кратко. С самого начала и до конца показывают мелкие битвы, которые можно озаглавить так - 'Ярополк убивает Олега', 'Владимир завоёвывает в жёны Рогнеду', 'Владимир мстит Ярополку за брата', 'Владимир обороняется от печенегов' и 'Владимир берёт Корсунь'. Мелкие они по одной причине - все стычки с очень малым количеством действующих лиц (то бишь воинов). Например, у печенегов армия достигает до 100 человек, что немного скудно. К тому же они короткие, где со стороны выглядит - будто два парня решили подраться, первый толкнул второго, тот упал и умер, ударившись головой о пол. К сожалению, прыжки из битвы в битву моментальные, резкие, без каких либо сглаженных переходов, потому быстро приедаются и становится скучно. Из-за этих скачков сюжетная линия теряется постоянно, да её особо и не пытались раскрыть, наверное. Из всей истории князя Владимира хотели более-менее показать его приход к Христианской религии, во всяком случае только это запомнилось из фильма (хотя мне была бы, например, интересна его история до этого события), но и то получилось развёрнуто слабо, теряется за всей остальной мешаниной и только в конце прослеживается отчётливо. Всё это покрывает большое количество спецэффектов, наверное, ими пытались закрыть абсолютно всё. Но увы, спецэффекты призваны дополнительно оживить фильм, сделать его более реалистичным, дабы зритель стал причастным к фильму и лучше проникся им. В итоге вместо торта получился батон хлеба, на который вылили ведро крема.  P.S.  Сходить и посмотреть на разок стоит, поддержать отечественный кинематограф и оплатить игру актёров. Расценивать фильм как историческую экранизацию не нужно. Фильм хоть и нудный, но хорошие актёры с довольно хорошей игрой (однако, фильм это не спасает), плюс отличные спецэффекты. Как сказал мой друг - 'Ну, они старались...' =) В общем, если хотят снять кассовый фильм - то так снимать не нужно. Увы, дорого и глупо.  По оценкам скажу так:  Сюжет - 3 из 10  Историчность - 3 из 10  Боевик - 5 из 10  Спецэффекты - 9 из 10  5 из 10	Обманулся ожиданиями.	10
236	bad	2016-12-30 07:17:00	Викинг	14	0	Древние Русское государство уже несколько веков влияет а ход истории, уничтожен Хазарский каганат  прибит щит к воротам Византии. Но в фильме об этом вы не услышите!  Русские города здесь, в том числе столичный Киев, грязные болота обнесенные редким частоколом который можно штурмовать и без лестниц и просто потянув за веревку обрушить. Все вокруг грязные не мытые, тупые (князь Владимир случайно узнает о существовании букв и письменности от вдовы убитого им брата). Это и был по всей видимости  главный замысел режиссера! Ведь греки тут показаны как ангелы спустившиеся с небес! Всё у них чистое и белое от городских каменных стен до шапочки попа, вот и главный горой - вера в Христа. История показана настолько примитивно и грубо что остается только жалеть что деньги на этот шедевр не пропили или не потеряли или еще как полезно использовали...	не смотри этот фильм	16
237	bad	2017-01-07 01:10:00	Викинг	9	0	Сегодня посмотрела фильм Викинг. К сожалению, общее впечатление крайне неприятное.   Однако, вначале скажу что понравилось: костюмы, атмосфера, игра актеров. Несколько отдельных сцен - исповедь Владимира, идея о благодати. По существу же фильм невнятен, ни сюжетная линия, ни характер персонажей, в картине нет конфликта, ни внешнего как такового ни внутреннего. Остаётся только догадываться о том, в чем же соль этого действа.   Если речь была о том, что Русь благодаря Владимиру пришла от язычества к христианству, то на мой взгляд, нужно было ярче показать то что Владимир и все его окружение были язычниками - их ментальные установки о мести, о нормах поведения, и потом соответственно как он сначала внутренне у себя нащупал нравственные нормы, основанные на любви и милосердии, а потом нашёл это в христианстве. Также нужно было показать политическую подоплеку в крещении Руси - один Бог, один царь, единство. И отвести самому процессу Крещения Руси - не две минуты в конце фильма. А обозначить это как поворотный момент истории. И почему то в начале нам сообщили год событий, потом в фильме это невыдержано.  Если нам хотели показать фильм об исторической личности - Владимире, тоже невнятно, к сожалению, персонаж не оставляет впечатления личности - он как будто сам не принимает решений - где его личные решения? Все происходит как будто не по его воле. В нем вообще не просматривается лидер.  Почерпнуть каких то знаний из истории тоже не получилось - зачем Владимир пришёл в Полоцк, почему он был с викингами (которых на Руси называли варягами).   Рассказ ведётся от воеводы и он тоже не приходит ни к каким выводам, открытиям, не раскрывает в рассказе ни характер Владимира, ни свой собственный. Обо всем остаётся догадываться. В общем одни вопросы, ни одного ответа. Отсутствие стержня. Ошиблись в самом главном в идее фильма, сквозной линии, ведь каждая деталь, диалог, должны быть подчинены общей идее, в этом фильме все получилось разрозненным.  Не знаю насколько уместно будет сравнение, но все же, у меня было такое впечатление что я собиралась скушать большую вкусную пельмешку, предвкушая проваренное тонкое тесто и вкусную сочную начинку, но видимо при варке пельмешка порвалась - фарш уплыл и я испытав глубокое разочарование ела недоваренное тесто без мяса.   Я хочу пожелать создателям фильма успехов в дальнейших работах. Команда сработала хорошо, но общая оценка фильма складывается из цельности картины.  И ещё - не понравились языческие жрецы - почему они лысые...	Невнятный	10
